QuoteNumber,QuoteConversion_Flag
321,3.70874802072e-05
326,6.53359473601e-05
330,2.42480072253e-07
331,1.06934773493e-06
332,0.0122982663379
333,2.87109515616e-06
337,0.953625235163
338,0.00467763346233
339,0.0119797192042
340,8.35322463786e-07
344,0.297654198572
346,0.174007910585
348,3.78832799987e-06
349,0.00360118522937
350,0.145888598524
351,1.47491763032e-07
352,2.54667601885e-07
355,0.0409671418751
358,5.02520811225e-07
361,0.00521247055943
363,0.0735294252388
364,0.999496813028
365,6.25913642317e-06
366,2.28878139809e-07
367,1.06480875313e-06
368,0.134545599812
371,0.987993741929
374,0.995860550633
378,3.74113628643e-06
380,0.0203672091786
382,0.999731896317
385,0.0397050422594
390,0.304033258503
393,7.22766546999e-05
401,0.118881436463
402,3.17867151338e-07
403,0.0116705972672
407,1.4572206203e-05
408,0.13436613936
409,0.0132958144199
410,5.25634610963e-05
412,2.72949267876e-08
416,0.00217747970104
424,3.92411734095e-07
425,1.65728184383e-07
427,0.23050654302
430,6.19725344838e-07
438,4.22065039433e-06
439,0.163718877476
441,9.44319960848e-05
447,0.998543954794
449,0.999837109995
452,0.119221747404
453,3.52029867564e-07
457,0.56129573868
464,4.29814125252e-07
465,0.694752909925
467,0.766394030204
468,5.23067230948e-07
469,0.00795345659046
470,3.20042959398e-08
473,0.00998677579098
474,0.000187819237521
475,0.00278591625891
476,0.189676476511
479,0.00856246240641
480,1.20656139774e-06
481,0.0215718585636
484,0.0699403995945
487,0.00157555807897
494,2.39067947185e-06
495,7.249675194e-05
496,2.6696485819e-07
498,1.29116126566e-06
500,5.95735411614e-07
504,1.26620936378e-07
505,7.69493063836e-07
512,0.169080600585
513,0.00389911832315
516,0.409302680182
519,0.119107217526
525,0.0842279695122
527,0.00120022824388
530,0.0294606356625
532,0.993779413933
536,0.999999829898
539,2.46181170348e-06
541,0.00819533183858
542,4.83086457025e-05
543,0.999728248193
544,0.00276284621148
547,0.440480972514
551,3.19959438762e-06
552,0.0273122328704
555,0.993534135348
557,3.20043046701e-05
563,9.14814972721e-07
568,1.37414135597e-07
569,4.07929156528e-07
571,0.00693791939894
574,1.69550766158e-06
575,0.999332227012
580,9.38374661651e-07
581,0.175028293121
595,0.0930786025003
598,9.26749261342e-06
599,1.05202775254e-06
600,0.907216644897
602,1.51224763979e-05
603,0.0232087380097
609,9.12121687928e-08
611,0.0389651187817
614,0.23754567206
615,0.00360017841753
620,1.59189672328e-07
624,1.64741808438e-07
625,6.45211414846e-06
628,5.82189254111e-05
633,0.102368768969
640,1.30584024343e-05
642,0.979409910712
646,0.99980806155
648,0.0281844669519
652,4.63192344596e-08
656,4.10774836938e-07
657,0.0670530748795
658,0.043395898989
659,4.17428153781e-06
663,0.113477810517
664,0.0139957929578
668,0.197702877681
669,6.51448376416e-07
671,0.0286697745316
673,0.999705178341
675,2.15539991433e-05
677,0.0370208797321
684,0.0190020969471
686,0.0137974653911
687,1.36145486962e-07
691,1.57241644296e-06
693,0.291400694109
694,2.03784724595e-05
695,0.994862226488
696,0.11869723436
699,0.637621599981
701,2.57873482323e-05
702,1.25063298849e-07
703,3.08005254919e-05
705,3.20074380706e-07
706,0.00468908863367
710,0.0531361010398
711,0.0158300647956
713,1.45363693349e-07
717,0.0386964676158
718,0.293653987827
720,1.42701560164e-06
721,1.33667222646e-06
725,0.73116141184
726,0.0343497720554
729,0.0735985002972
733,0.116278206581
739,0.874581046263
740,0.00556540241701
744,0.998159050999
745,3.67391906597e-06
750,5.44254545049e-07
753,3.40397179288e-07
754,0.976395612268
758,0.999783731703
759,5.08536119476e-05
762,7.72751959668e-08
764,1.25256777362e-07
767,6.39784995354e-06
769,3.51896076233e-07
773,0.934523439328
774,0.151453840279
777,0.998539931912
778,0.99735948831
779,0.000106214183782
785,0.0460793296932
789,3.56486442076e-07
790,0.0350610664786
791,0.101220741082
793,0.742108524274
794,0.0116656418492
797,9.16033373254e-07
798,0.999460241351
799,0.0094036489765
800,0.146875199325
801,0.105697604661
807,0.104818317969
808,0.216034281624
814,0.119348806869
815,0.0905495117015
816,4.37790033515e-06
817,3.03258056259e-07
819,0.000699415867674
821,0.0100729446564
822,3.32720532264e-07
823,3.24964159248e-08
829,2.15034961627e-07
833,2.93978923311e-07
834,0.00356840638925
836,0.0200715823185
837,0.964207302288
842,1.18578213127e-06
843,0.0229587931953
846,0.964813960008
847,0.000927248122373
854,3.4463633027e-08
855,0.999232640301
857,0.00553267362315
859,4.0308566578e-07
860,0.0034790362961
861,0.0250054428793
862,0.00121021395177
867,4.29051186038e-07
868,0.149111965049
870,0.997705804841
872,0.00016469690209
875,0.998744468031
878,0.0240849769639
879,3.18521529871e-06
881,0.00625265319968
882,1.49327365371e-06
883,2.54637253046e-07
884,0.00286888093667
885,0.0295810239187
886,0.0309941675427
890,0.00859456473911
891,0.00656929897866
898,3.13539003042e-08
899,0.0119094383485
900,0.0215558814622
902,0.755821263881
903,0.0436186799147
905,1.09931785345e-05
906,0.964918892334
913,0.999491508693
915,8.7519815825e-06
918,0.00312020247597
923,0.0119398037555
926,8.05483991668e-05
928,0.302325214989
929,5.53463644303e-07
930,0.133452702707
933,1.88583808318e-08
936,0.999276225127
938,2.41166356068e-07
944,0.0131476810099
949,0.112665606795
953,4.70549954346e-05
954,1.47446883945e-08
955,0.0287361411605
956,0.137337486982
957,0.998963234556
960,0.000934976384933
963,0.988944700671
964,3.37679018386e-06
966,6.31077675938e-06
967,2.09470618078e-06
972,0.00102621797409
973,0.00244628643386
975,0.998726389147
976,0.0430724914141
977,0.0018451718029
979,3.90261809241e-06
982,0.837686181996
984,9.33684900681e-08
985,0.0592926034656
995,0.00396314887456
996,0.00896300916217
999,1.18807032855e-05
1001,0.0071212685918
1004,5.64365477754e-07
1005,0.722727140499
1009,0.000388918331552
1010,1.00865934822e-05
1011,0.956377403697
1012,0.185777389895
1014,0.0098341530997
1015,0.716030032469
1016,0.965752087482
1018,0.118183507448
1019,0.34487783627
1020,0.00309174956903
1024,2.82752198375e-07
1025,0.999875202975
1028,0.326005157498
1030,0.0440371167633
1032,0.316598222233
1035,1.51448265386e-06
1037,0.00258338397318
1038,0.999399724106
1042,0.205036289863
1043,0.00899055678105
1053,0.0783603756909
1055,0.00381813205484
1057,0.000310649349259
1059,5.03344113383e-05
1061,0.997670623033
1067,0.95207859437
1069,0.99549604586
1073,2.37629936814e-05
1075,4.44657520726e-05
1077,0.00178053665237
1078,0.510274402485
1079,0.0415404913576
1080,9.41742772481e-06
1082,1.01683632011e-05
1083,0.106917202878
1086,4.27247558306e-05
1089,0.0284814067804
1090,0.0582644063887
1098,0.0113545608321
1099,0.999678467301
1102,0.00299264653147
1103,0.999108448428
1104,0.0251695805836
1105,4.73138555593e-06
1106,0.99903551015
1115,1.2512548663e-08
1118,0.0103440142332
1124,0.0174660034921
1130,0.0137809944473
1134,6.17324734489e-07
1135,0.875879257466
1137,0.403978724758
1142,0.00390508279905
1143,0.00569259716539
1144,1.02386398893e-05
1147,7.41396173676e-06
1155,0.999648244428
1156,1.35153068986e-05
1158,0.00424293209556
1160,0.0916952837459
1162,0.689058756372
1168,0.999819025504
1169,0.451116416323
1170,6.3032111831e-07
1171,0.353310450733
1172,0.999985509005
1178,0.0565961226246
1179,0.000243688214923
1181,1.0924172813e-05
1183,7.71121701622e-06
1187,1.26012859963e-07
1188,3.31188956865e-07
1190,0.104770791878
1191,0.00830616906226
1193,0.000110446525294
1195,2.95367686483e-08
1203,0.496837034579
1204,0.994442506035
1208,0.545270344919
1216,2.60378450219e-05
1221,0.0160595483695
1223,2.22127252529e-06
1225,0.0738810114383
1229,0.00371908963621
1231,0.00241252720472
1233,2.57229020731e-07
1238,0.00248447997067
1240,0.0136904255291
1242,0.00306812247831
1243,0.298284646391
1244,0.0411344179991
1245,0.0155079986294
1250,0.999969791172
1251,2.79044017756e-07
1257,0.0485773995323
1260,0.0402663553384
1261,0.151055087729
1282,1.49695995069e-06
1283,9.9049322833e-08
1285,0.000227023930842
1286,0.99796984837
1287,1.90976175925e-05
1288,0.228469967811
1290,0.00394916034237
1291,0.00602207804756
1293,2.29433858195e-06
1294,0.00553045730848
1300,0.028145025332
1309,0.0183650348843
1310,0.0504544583372
1312,0.0268260365051
1314,0.0663217723933
1315,0.0699687677627
1317,0.446871262312
1321,0.079309479586
1325,0.188169747495
1331,2.02109915229e-07
1334,1.30547062601e-07
1335,0.13380487882
1337,0.0230558637521
1339,0.0805196435682
1340,0.0566780875823
1349,0.000239128205958
1350,2.13251628145e-07
1352,0.0101999333309
1356,0.0379779687734
1359,7.4602571559e-07
1362,0.989839090866
1364,0.0132297183423
1365,1.98580298275e-07
1367,1.96529343029e-05
1368,3.14735151333e-05
1369,7.71351460533e-07
1370,0.265163461485
1371,4.69706608786e-07
1372,0.995690348587
1374,0.480019055657
1380,3.04822113041e-06
1382,2.96074190509e-07
1384,0.187152087548
1385,0.0695242637499
1386,2.58049817001e-05
1388,0.206573020186
1389,6.55605263976e-06
1390,0.000116839353742
1391,8.0117433877e-07
1392,0.99762992066
1393,0.0560611515186
1395,0.0032815667222
1399,0.0641744034139
1400,0.9996363853
1405,7.74987135631e-08
1406,6.70906472656e-07
1407,0.758564890042
1410,0.587840372224
1413,2.20983515784e-07
1415,0.00144349951685
1417,0.00431739569602
1418,0.130351697691
1419,2.56059302238e-05
1420,0.00435145799863
1422,2.49472233895e-07
1423,0.224662857694
1424,0.0236942862484
1426,0.011413525165
1427,0.0404913128181
1429,0.107264835164
1431,0.000949213291502
1433,0.0655964031008
1438,0.0303822722403
1440,0.0629023707451
1442,1.18784981568e-07
1448,0.999002350316
1449,0.107865102297
1451,0.00344183508105
1453,1.10831823086e-06
1454,0.938597508947
1455,1.979901606e-05
1458,2.18189163278e-07
1459,0.997840958522
1460,0.000194134202037
1461,0.00684607861604
1465,6.12639254118e-06
1466,2.52452934398e-07
1470,0.879979114054
1474,0.00358816277142
1475,5.42966924461e-08
1476,0.999375351036
1478,2.7483286825e-05
1479,0.329777323902
1483,0.997351475022
1485,9.74695286568e-07
1488,0.63873158605
1490,0.230098484089
1492,0.299259808234
1493,0.0474489577146
1500,3.48584554959e-07
1505,3.00199066145e-07
1506,2.6676942654e-06
1510,7.3816368675e-06
1511,2.1783911804e-06
1513,5.68782975163e-08
1518,0.0354344383798
1523,0.99933954733
1528,0.0438020456798
1538,0.533375283374
1543,7.0773115527e-07
1545,0.233371700514
1546,0.71537346318
1547,0.123082748987
1549,0.0120342413721
1551,4.90611590527e-07
1558,2.65804874387e-08
1561,0.996079825034
1563,3.5753323211e-08
1564,2.63823701938e-05
1568,3.33977650865e-07
1574,3.36752683096e-07
1575,0.421072715708
1576,0.0365486601715
1578,0.00712859300257
1581,0.0798741832493
1582,0.820947739589
1583,3.09990863444e-06
1586,0.545822074056
1588,0.95797173476
1589,0.999222934921
1593,0.00387686002628
1594,1.99570634754e-05
1595,3.57425743871e-05
1605,0.000421527368971
1607,0.000139703781204
1608,0.0453510040743
1610,0.999943943227
1614,1.7773383577e-07
1616,0.000633932983456
1617,0.0415677247954
1630,0.157595487664
1631,0.0473330235128
1632,6.98497662235e-06
1636,0.0190777197146
1638,2.57688579244e-08
1639,0.00771933363612
1641,5.67161214501e-07
1647,0.00612650838155
1649,0.208225532833
1651,3.80401457573e-05
1653,0.00315332680534
1654,6.13747714403e-07
1656,9.26500405069e-05
1658,3.49282091312e-07
1659,0.99696332468
1664,0.0967579169508
1666,0.58907956626
1669,0.9999906263
1670,0.0758100594457
1671,0.667548746239
1673,0.659409371607
1674,0.415545981042
1675,0.00109600914027
1681,1.11347113403e-06
1682,0.990591729302
1683,8.38977591995e-06
1684,0.00649983933607
1686,4.49061895323e-07
1691,0.0704578797549
1693,0.0414596326831
1699,0.194482429078
1700,9.34354880939e-06
1703,0.997038951282
1705,2.93850227274e-05
1709,0.0178490571565
1710,9.99760558333e-07
1714,0.0110484675156
1717,0.217826901562
1721,1.29682755127e-07
1725,4.48778639936e-08
1727,0.0208863478463
1728,1.40112187472e-06
1735,6.14383543268e-07
1736,0.078101853565
1740,0.856943936588
1744,0.0153108444017
1745,0.00665287924467
1748,0.0141700611405
1750,0.113233118534
1752,3.28365712063e-07
1757,0.35977412892
1759,1.8200900944e-07
1763,0.000135932840493
1764,0.991892406188
1768,0.0117011472512
1772,0.391766143337
1773,0.0309500462897
1780,0.999130932706
1790,1.79901452528e-07
1792,0.0032682975497
1794,0.000268462264519
1795,0.756043047402
1798,8.51049545858e-07
1801,0.133172705302
1803,0.00629656375912
1804,0.999961927789
1810,8.87893944993e-05
1813,0.0242924070502
1818,0.581507763682
1820,0.0097102739821
1824,0.999443479676
1825,0.999999209086
1826,0.998427156763
1831,0.317363178653
1834,0.110718654494
1839,0.475482080523
1841,6.9244196373e-08
1843,0.153065662728
1848,0.194637777152
1849,7.51058553843e-08
1851,1.15472073154e-07
1852,0.742362941512
1857,0.0618723502047
1858,2.39152203181e-05
1860,0.047621232839
1862,0.00163976765543
1863,2.63986369974e-07
1864,0.0117058221722
1869,3.65392676778e-07
1872,0.0545963675852
1879,3.23569549462e-05
1880,0.148826805807
1881,0.999741252923
1884,1.87886987585e-06
1888,0.995637873643
1890,0.00916616025806
1891,0.401239275372
1893,3.11681527637e-06
1895,0.999241510626
1896,1.57980988501e-06
1904,0.00973684729341
1905,0.0171936965136
1908,0.999448142208
1910,0.572804367045
1912,9.62388468412e-08
1913,0.251116241923
1919,0.976945991238
1920,0.00209053139249
1922,0.0715699084915
1923,2.08833902544e-05
1927,5.22647558375e-06
1929,0.000564309073333
1930,3.23652930502e-05
1939,2.58578717401e-05
1941,2.4322365034e-07
1944,5.02022402502e-08
1947,0.99999731643
1953,0.0604115770781
1958,4.44418124464e-07
1959,7.01655552878e-05
1961,0.999803765052
1964,0.00762026602295
1967,0.327921965685
1969,0.997349382199
1970,0.314244167161
1972,8.39900384747e-06
1973,0.0447398777018
1975,6.60382522567e-07
1977,3.74948994785e-07
1979,0.0276932717879
1982,0.00691165245038
1984,0.00047525060784
1988,4.44224440512e-06
1989,0.246346332545
1992,0.48188255189
1994,1.23447239534e-07
1995,0.14607957031
1996,0.00577058703502
1997,3.80619681589e-07
1998,0.00351714884625
2003,0.0236304315185
2004,0.892362422394
2007,1.98136125382e-06
2008,0.660249330898
2010,0.163024953838
2013,0.000128548648862
2014,0.0298360523358
2020,0.98977051668
2021,0.0203601527501
2022,5.46132574202e-06
2023,0.999643911441
2026,0.994763028554
2032,0.13108156711
2033,0.0064939460124
2035,0.00031590065774
2036,0.0139840243136
2037,4.74559485815e-05
2041,0.0243110706355
2044,0.000319893981648
2045,0.0167297097558
2046,0.256208820981
2047,3.28964221617e-07
2049,0.0154838075527
2051,0.185007884908
2052,0.998707245492
2053,0.0404577366944
2056,0.0182552678322
2061,0.03473618129
2063,4.44381236049e-06
2065,0.0276018610985
2070,0.0245302011853
2074,0.092551331833
2075,0.168058466005
2078,0.484067057704
2080,3.70446010958e-05
2081,0.263423955234
2082,0.226911500716
2085,5.99363942726e-05
2087,0.00442914304876
2088,1.68648988457e-07
2089,0.00288800796841
2090,0.384135920968
2091,7.24350468537e-07
2092,0.0281143511409
2093,0.0730290603212
2094,0.0107342150806
2096,7.98675882989e-08
2097,0.999918341442
2098,5.28844980384e-07
2099,1.37682408964e-07
2103,0.302310496169
2104,0.51342347573
2105,0.00824996061025
2107,0.123059856448
2108,0.0147960458753
2111,0.000116679111788
2112,0.0372024126649
2113,0.00623312703709
2114,0.225489821981
2118,0.194087615113
2119,0.0161863845405
2120,0.0150521041586
2128,0.0343280880648
2130,0.0175566844144
2135,6.1368013342e-07
2136,9.99341521713e-08
2137,0.00053272182289
2138,0.264317733924
2139,0.045139094375
2141,2.53814670173e-05
2143,3.39724937083e-05
2144,3.3766981949e-07
2147,0.999735976457
2148,0.0359835054356
2149,2.70907840946e-05
2157,0.276975382649
2164,0.058072006667
2165,1.6535231828e-05
2166,0.00012608204197
2167,0.993559631013
2168,0.00598110222482
2173,0.00633606994013
2178,0.0375876902757
2179,0.991088736873
2181,1.68974349568e-07
2189,0.997380237832
2190,0.00500875761852
2193,9.06134539343e-05
2194,8.78707237512e-05
2195,8.14035457216e-07
2196,0.999383445051
2199,7.1328433671e-07
2201,0.217694117993
2202,0.0478659713896
2206,0.335523172569
2207,0.00609204999668
2208,0.0132784193844
2209,0.1817903045
2210,0.206530746007
2211,0.0739541135988
2215,0.99999771721
2219,1.45773929282e-07
2220,0.032317404334
2221,0.902105986451
2222,0.0688371301394
2224,4.75614566063e-08
2227,0.161478083892
2231,0.00125323521015
2232,4.51195692472e-06
2233,0.999617183261
2239,8.36937029574e-07
2240,0.212630402633
2241,0.131192443245
2242,4.05150586215e-07
2245,1.02620814457e-07
2247,1.21442625808e-06
2248,0.4589810487
2250,0.000203391496697
2251,0.000125653917451
2253,0.244242285958
2254,0.000447859506391
2255,0.0537161736475
2256,0.0470704343268
2257,0.000183848869963
2258,5.46441613789e-05
2259,9.70142211877e-07
2262,7.581123782e-05
2263,1.00154362236e-07
2265,4.65321601916e-05
2266,2.30720041466e-07
2267,7.17589611343e-06
2274,0.998430615661
2275,0.0108110634089
2276,0.152293731958
2280,0.0362370243088
2281,0.999999479842
2283,0.301087749102
2284,0.0386211318583
2285,0.610399705096
2290,0.000250409702241
2291,0.058258665551
2295,0.999026749709
2296,2.61815552703e-07
2298,0.069021881814
2299,0.127145499493
2303,0.0446888550764
2307,0.0383677288485
2312,0.00134322432934
2316,1.2407214511e-07
2322,0.00463914561742
2323,4.08880174492e-06
2324,2.25358529492e-07
2326,2.38228964305e-07
2329,0.143311033186
2330,4.9295101923e-07
2332,0.0158479914449
2335,2.82559482782e-07
2337,0.00569481532785
2341,9.61301054371e-07
2344,0.999217153687
2345,9.02363938094e-08
2346,0.057412976468
2347,0.0224849600994
2349,0.999651300877
2350,0.0163095672456
2352,6.42132474351e-05
2355,0.242481256826
2361,0.171141700285
2363,4.6855980367e-06
2366,0.00330524625991
2367,0.00901210167694
2369,0.00748266317808
2370,0.0130103518817
2371,0.0493528586392
2376,0.0371668688856
2377,0.761522473604
2380,0.999899863328
2382,0.00202887804001
2384,0.0662386098436
2386,0.103065540376
2388,0.000261415643048
2389,0.0283386954188
2393,0.25431783868
2398,7.10660098341e-05
2400,8.33644674279e-06
2405,2.58094763332e-06
2417,2.74109877373e-05
2418,0.040979782913
2419,6.12693537181e-06
2420,7.20001870773e-05
2421,0.999983861283
2426,0.123944473055
2427,0.0207740258107
2428,0.400507936513
2433,0.000253667386213
2434,0.00989453966497
2435,2.05367284123e-07
2436,2.74987375673e-05
2437,0.00756352409924
2439,1.26110403244e-06
2442,0.995980839466
2443,6.98270022431e-05
2448,0.224801031728
2449,1.91223631337e-07
2451,1.62312355443e-06
2453,0.00151580450348
2457,8.66465028301e-05
2458,0.547202925224
2462,0.999897743968
2465,1.252072798e-06
2466,0.996996326826
2469,0.999956450806
2470,9.08462898775e-07
2472,0.0460020989528
2473,0.19260571883
2474,0.86653568962
2477,1.44137766266e-06
2478,1.79687366661e-07
2480,0.0152264194135
2481,6.03783610671e-06
2483,0.243360451292
2487,0.0233071509974
2490,0.0555421144313
2494,3.70471859077e-07
2496,3.00552081818e-07
2501,0.999271645417
2502,1.80722185745e-08
2506,3.5171052645e-07
2508,0.0216123390726
2513,0.173434756032
2514,0.0212327106632
2515,0.000110269066224
2517,0.010931031714
2518,0.999896640442
2522,0.388505851698
2527,8.00961354968e-06
2532,0.131711112365
2533,0.0241874811492
2534,4.22811687788e-06
2535,0.956524990874
2538,2.52363905577e-07
2540,0.030066815644
2543,1.54314243844e-07
2544,0.157932020668
2546,3.94552677562e-05
2547,0.999798446683
2548,0.389658147784
2549,0.103855308564
2551,0.362583356751
2552,0.448172542688
2557,1.48117487764e-05
2559,0.999413694782
2560,0.00558703906248
2562,3.63449782189e-05
2567,4.99204199169e-06
2569,2.08785194482e-05
2580,0.995691424386
2583,0.0825902794993
2588,4.94947346819e-07
2592,0.251563232943
2595,3.97956276118e-07
2599,3.24186488812e-06
2600,0.526354355966
2601,0.0144131953154
2604,2.99321561321e-07
2607,0.995672545314
2608,0.0257890072792
2611,0.0161597645557
2612,0.36013785509
2613,1.6790341217e-06
2614,0.112864780447
2620,2.26050240646e-07
2627,0.365386348569
2630,0.00432955270199
2631,0.172176958856
2637,0.583385592061
2640,0.0662770463685
2642,0.0790512967771
2643,0.0208523303397
2644,0.0642751309727
2645,0.99780963016
2648,3.85136513273e-06
2649,0.000167723059921
2651,0.0578105762466
2652,1.29104113297e-06
2653,0.99225588915
2654,0.000377670027646
2656,0.718915723271
2657,0.235731027199
2664,0.00166442432502
2665,0.0344752059615
2668,0.312640764935
2669,0.0473638371815
2671,5.24967980769e-07
2673,0.639112788207
2675,0.347270541226
2678,2.62417779973e-08
2680,0.107954575042
2682,1.44576367839e-06
2686,6.09602234995e-07
2688,0.045196160324
2689,0.0278715047088
2691,9.12109098237e-07
2693,4.48593898162e-07
2698,0.997538014581
2703,3.81733880206e-07
2705,0.999123152354
2706,0.987901363228
2707,0.276771977565
2711,1.09887353027e-06
2716,9.3492746585e-05
2717,0.390890221773
2721,0.0937697092235
2723,8.00379412426e-07
2724,0.995293404498
2725,7.34452949894e-06
2726,1.97434026756e-07
2732,6.1481893237e-06
2733,0.00204274408632
2734,0.00150321286837
2740,4.96951741803e-06
2743,1.16437681434e-06
2744,2.46273654814e-06
2747,0.175379083437
2749,0.998813982158
2750,0.0599444933738
2751,0.330168775773
2754,1.61499641181e-07
2755,5.65977891539e-05
2756,7.56967519402e-05
2758,0.999730687082
2763,1.54747815723e-05
2767,0.0137998433693
2771,0.038843391352
2772,0.975335639949
2777,1.56169309806e-07
2784,0.028946686294
2788,0.344971232582
2789,0.633501380308
2790,0.00350603643771
2793,7.98937374967e-06
2796,0.0194584229259
2798,3.88655592128e-08
2799,0.258841532675
2800,0.177171856217
2803,0.046439718627
2804,1.53487563185e-05
2807,0.0413718189636
2808,0.0371041721991
2809,3.79940501105e-07
2816,4.7063908538e-06
2824,5.22713052567e-07
2825,0.0106552931829
2826,0.452710674198
2829,6.78891342532e-08
2833,5.49950558288e-05
2836,5.78875136282e-07
2837,0.00121081694838
2839,0.637881796601
2841,0.0685029847074
2842,1.9045203773e-05
2845,0.0144358555721
2846,0.0167082071308
2847,0.125589449492
2849,0.986292605613
2852,0.0303947731821
2857,0.04980241349
2861,3.28361929805e-07
2864,0.999999863489
2868,0.0191633211043
2871,0.827940366271
2872,0.0883489244749
2873,0.998705609582
2874,7.08982821621e-07
2875,0.643381056401
2876,0.997673450218
2878,0.997707791546
2880,3.8285516201e-07
2882,1.83720568302e-06
2884,1.93107636872e-07
2885,5.24792529076e-06
2886,0.990865760155
2887,0.999335422413
2889,8.20311753379e-08
2890,0.00228411919593
2891,6.23631943133e-06
2892,0.495158923051
2894,0.00386813646385
2896,0.0733872560087
2899,0.641340018755
2900,0.0285215591695
2901,0.0787783574355
2903,2.20419457171e-07
2904,0.93842894919
2905,0.10085265359
2906,0.0713667680209
2907,0.0126018516004
2910,0.999178409307
2911,1.26191864789e-06
2914,0.999319206741
2921,0.0156927143688
2923,5.1794792517e-08
2926,4.17014579228e-07
2927,0.0130612765596
2928,3.98161151561e-08
2929,8.03164240316e-08
2932,2.29291074373e-07
2934,0.0183460363184
2935,0.999314909465
2937,7.48491008792e-08
2939,0.531049571358
2940,0.0216437235682
2944,0.0431530423943
2947,6.46446558339e-07
2948,0.589752694194
2950,0.000226852293256
2954,1.24066953516e-06
2955,3.78747549833e-07
2957,0.0100038836855
2966,1.32068302381e-07
2968,0.0311659036504
2969,0.42594327094
2971,0.994777393322
2973,1.13466314735e-06
2977,0.0741145542902
2979,1.66009231152e-06
2980,1.26627748913e-07
2981,0.0440195733754
2982,3.72994250253e-07
2985,0.128251888547
2988,0.0126932805372
2989,0.15160804873
2992,0.370199104665
2997,0.980631677179
3001,0.291006379649
3004,0.0140394760848
3010,2.6536864051e-07
3012,0.00166120487106
3013,1.91329784712e-07
3015,0.505179493126
3017,3.0675381414e-05
3018,0.431581474694
3019,0.0971086868271
3020,0.00355296733847
3024,1.9515727161e-07
3025,0.0629261140892
3027,1.18209164884e-07
3029,0.998964819818
3031,0.0315713719145
3032,0.0285643090374
3034,1.86568522243e-08
3040,0.198950807912
3041,0.998547893999
3042,0.999320965336
3045,0.990916536421
3048,0.00105632340496
3050,0.0916969468068
3051,0.139927927423
3054,0.997505881579
3056,0.998152625672
3058,0.671337830624
3060,3.08553574116e-07
3063,0.0265881624344
3064,0.99999998181
3066,3.62182387677e-07
3067,0.840993439126
3068,6.96971364653e-08
3069,4.19232192692e-07
3071,0.9996076746
3073,3.57329350775e-07
3076,0.121700526855
3077,0.0440816877946
3081,2.26695949612e-05
3084,0.000259625244497
3087,0.132525341115
3089,0.0131451434409
3094,8.93109352859e-06
3095,0.995883060639
3096,0.00626424618226
3099,0.0250597079968
3100,0.0206818372696
3101,0.0617049550175
3106,3.34697723452e-07
3108,0.00102902280037
3114,0.515757328525
3117,1.70020496886e-06
3118,0.00038196491061
3119,0.000179690849625
3122,0.060405815157
3123,0.998242076062
3124,0.0254297734571
3127,0.759318473365
